Course number ,Class name ,crn #,section,time ,professor,
,Inclusive Settings,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,14514,E01,05:30 - 08:10 pm,"TBA,I",
,,,,,,
,,,,,,
,,,,,,
,,15215,C01,09:00 - 11:30 pm,"Blair-Bruce,P",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,15216,J01,11:30 - 02:00 pm,"Blair-Bruce,P",
,,,,,,
,,,,,,
,,15217,W01,12:00 - 02:30 pm,"TBA,I",
,,,,,,
,,,,,,
4341,Teaching Science in Inclusive,11708,E01,05:30 - 08:10 pm,"Kyle,W",
,Elementary Schools,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
4342,Teaching Elementary Mathematics in,12032,E01,05:30 - 08:10 pm,"Candela,A",
,Inclusive Settings II,,,,,
,,,,,,
,,12013,C01,12:15 - 02:45 pm,"TBA,I",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,11951,J01,08:30 - 11:00 am,"TBA,I",
,,,"Jefferson College, Hillsboro, MO. Arts",,,
,,,,Meets 2nd 8,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,11963,W01,09:00 - 11:30 am,"Frick,D",
,,,"St. Louis Community College, Wildwood,",,,
,,,Meets 2nd 8 weeks. 10/16-12/16.,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
4989,Practicum I: Elementary/Special,11710,1,ARR,"Ponder,D",
,Education Site-Based Experience,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,11711,2,ARR,"Robison,K",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,11834,3,ARR,"Glickert,L",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,11874,4,ARR,"Foushee,K",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,SESSION,CMP,DAY,BLDG/ROOM,,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,Regular,FLD,ARR,ARR,,
,,Special consent number required to enroll.,,,,
,,contact the Office of Clinical Experience @,,,,
,,clinicalexperience@umsl.edu OR 314-516-6792 to,,,,
,,receive the required consent. College of Education,,,,
,,Supplemental Fee Applies.,,,,
,,for details.,,,,
,,Studio School Gallery 5,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,Regular,FLD,ARR,ARR,,
,,Special consent number required to enroll.,,,,
,,contact the Office of Clinical Experience @,,,,
,,clinicalexperience@umsl.edu OR 314-516-6792 to,,,,
,,receive the required consent. College of Education,,,,
,,Supplemental Fee Applies.,,,,
,,for details.,,,,
,,Studio School Gallery 6,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,Regular,FLD,ARR,ARR,,
,,Special consent number required to enroll.,,,,
,,contact the Office of Clinical Experience @,,,,
,,clinicalexperience@umsl.edu OR 314-516-6792 to,,,,
,,receive the required consent. College of Education,,,,
,,Supplemental Fee Applies.,,,,
,,for details.,,,,
,,Studio School Gallery 7,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,Regular,FLD,ARR,ARR,,
,,Special consent number required to enroll.,,,,
,,contact the Office of Clinical Experience @,,,,
,,clinicalexperience@umsl.edu OR 314-516-6792 to,,,,
,,receive the required consent. College of Education,,,,
,,Supplemental Fee Applies.,,,,
,,for details.,,,,
,,Studio School Gallery 8,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,Regular,FLD,ARR,ARR,,
,,Special consent number required to enroll.,,,,
,,contact the Office of Clinical Experience @,,,,
,,clinicalexperience@umsl.edu OR 314-516-6792 to,,,,
,,receive the required consent. College of Education,,,,
,,Supplemental Fee Applies.,,,,
,,for details.,,,,
,,Studio School Gallery 9,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,Regular,FLD,ARR,ARR,,
,,Special consent number required to enroll.,,,,
,,contact the Office of Clinical Experience @,,,,
,,clinicalexperience@umsl.edu OR 314-516-6792 to,,,,
,,receive the required consent. College of Education,,,,
,,Supplemental Fee Applies.,,,,
,,for details.,,,,
,,Studio School Gallery 10,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,,Page 97,,,,
 ,SESSION,CMP,DAY,BLDG/ROOM,,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,Regular,FLD,ARR,ARR,,
,,Special consent number required to enroll.,,,,
,,contact the Office of Clinical Experience @,,,,
,,clinicalexperience@umsl.edu OR 314-516-6792 to,,,,
,,receive the required consent. College of Education,,,,
,,Supplemental Fee Applies.,,,,
,,for details.,,,,
,,Studio School Gallery 11,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,Regular,FLD,ARR,ARR,,
,,Special Consent Form Required,,,,
,,Studio School Gallery 3,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,Regular,FLD,ARR,ARR,,
,,Studio School Gallery 1,,,,
,,Special Consent Form Required. Students Enrolled,,,,
,,In Ele Ed 4989 Are Encouraged To Enroll In Ele Ed,,,,
,,"4246, Ele Ed 4253 And Ele Ed 4341. Internship",,,,
,,Locations Become Student Teaching Locations In The,,,,
,,Following Semester.,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,Regular,FLD,ARR,ARR,,
,,Studio School Gallery 11,,,,
,,Special Consent Form Required. Students Enrolled,,,,
,,In Ele Ed 4989 Are Encouraged To Enroll In Ele Ed,,,,
,,"4246, Ele Ed 4253 And Ele Ed 4341. Internship",,,,
,,Locations Become Student Teaching Locations In The,,,,
,,Following Semester.,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,,Special Consent Form Required.,,,,
,Regular,FLD,ARR,ARR,,
,,Special Consent Form Required. Students Enrolled,,,,
,,In Ele Ed 4989 Are Encouraged To Enroll In Ele Ed,,,,
,,"4246, Ele Ed 4253 And Ele Ed 4341. Internship",,,,
,,Locations Become Student Teaching Locations In The,,,,
,,Following Semester.,,,,
,,Studio School Gallery 2,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,Regular,FLD,ARR,ARR,,
,,Studio School Gallery 10,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,,Special Consent Form Required.,,,,
,Regular,FLD,ARR,ARR,,
,,Special Consent Form Required. Students Enrolled,,,,
,,In Ele Ed 4989 Are Encouraged To Enroll In Ele Ed,,,,
,,"4246, Ele Ed 4253 And Ele Ed 4341. Internship",,,,
,,Locations Become Student Teaching Locations In The,,,,
,,Following Semester.,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,,Special Consent Form Required.,,,,
,Regular,FLD,ARR,ARR,,
,,Studio School Gallery 11,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,,Special Consent Form Required.,,,,
,,Page 98,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,14672,W04,ARR,"Ponder,D",
,,,,Studio School Gallery 1,,
,,,,,,
,,,,,,
,,,,,,
,,14759,C03,ARR,"Gerke,K",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,15438,W05,ARR,"Luckett,J",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
4990,Practicum II: Elementary/Special,11887,1,ARR,"Ponder,D",
,Education Site Based Experience,,,,,
,Special consent number required to,,,,,
,enroll.,,,,,
,Clinical Experience @,11894,2,ARR,"Robison,K",
,clinicalexperience@umsl.edu OR,,,,,
,314-516-6792 to receive the required,,,,,
,consent. College of Education,,,,,
,Supplemental Fee Applies.,12.0-12.0,FLD,ARR,ARR,"Glickert,L"
,Cashiers website for details.,,,,,
,,,,,,
,,,,,,
,,11895,4,ARR,"Foushee,K",
,,,,,,
,,,,,,
,,,,,,
,,11896,5,ARR,"Anthony,J",
,,,,,,
,,,,,,
,,,,,,
,,11897,6,ARR,"Granger,D",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,11967,7,ARR,"Gerke,K",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,11970,8,ARR,"Rhode,J",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,11972,9,ARR,"TBA,I",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,11981,10,ARR,"Luckett,J",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,11991,11,ARR,"Heavner,E",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
4994,Practicum I: Elementary/TESOL Site,11940,1,ARR,"Luckett,J",
,Based Experience,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,11941,2,ARR,"Rhode,J",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
4995,Practicum II: Elementary/TESOL Site,14769,1,ARR,"Luckett,J",
,Based Experience,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,15355,2,ARR,"Rhode,J",
,,,,,,
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
5989,Practicum I: Elementary/Special,14578,G01,ARR,"Ponder,D",
,Education Site Based Experience,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,14579,G02,ARR,"Robison,K",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,14580,G03,ARR,"Glickert,L",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,14581,G04,ARR,"Foushee,K",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,14582,G05,ARR,"Anthony,J",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,14583,G06,ARR,"Granger,D",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,14584,G07,ARR,"Gerke,K",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,14585,G08,ARR,"Rhode,J",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,14586,G09,ARR,"TBA,I",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,14587,G10,ARR,"Luckett,J",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,14588,G11,ARR,"Heavner,E",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
5990,Practicum II: Elementary/Special,14589,G01,ARR,"Ponder,D",
,Education Site Based Experience,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,SESSION,CMP,DAY,BLDG/ROOM,,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,Regular,FLD,ARR,ARR,,
,,Special consent number required to enroll.,,,,
,,contact the Office of Clinical Experience @,,,,
,,clinicalexperience@umsl.edu OR 314-516-6792 to,,,,
,,receive the required consent. College of Education,,,,
,,Supplemental Fee Applies.,,,,
,,for details.,,,,
,,Studio School Gallery 2,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,Regular,FLD,ARR,ARR,,
,,Special consent number required to enroll.,,,,
,,contact the Office of Clinical Experience @,,,,
,,clinicalexperience@umsl.edu OR 314-516-6792 to,,,,
,,receive the required consent. College of Education,,,,
,,Supplemental Fee Applies.,,,,
,,for details.,,,,
,,Studio School Gallery 3,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,Regular,FLD,ARR,ARR,,
,,Special consent number required to enroll.,,,,
,,contact the Office of Clinical Experience @,,,,
,,clinicalexperience@umsl.edu OR 314-516-6792 to,,,,
,,receive the required consent. College of Education,,,,
,,Supplemental Fee Applies.,,,,
,,for details.,,,,
,,Studio School Gallery 4,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,Regular,FLD,ARR,ARR,,
,,Special consent number required to enroll.,,,,
,,contact the Office of Clinical Experience @,,,,
,,clinicalexperience@umsl.edu OR 314-516-6792 to,,,,
,,receive the required consent. College of Education,,,,
,,Supplemental Fee Applies.,,,,
,,for details.,,,,
,,Studio School Gallery 5,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,Regular,FLD,ARR,ARR,,
,,Special consent number required to enroll.,,,,
,,contact the Office of Clinical Experience @,,,,
,,clinicalexperience@umsl.edu OR 314-516-6792 to,,,,
,,receive the required consent. College of Education,,,,
,,Supplemental Fee Applies.,,,,
,,for details.,,,,
,,Studio School Gallery 6,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,Regular,FLD,ARR,ARR,,
,,Special consent number required to enroll.,,,,
,,contact the Office of Clinical Experience @,,,,
,,clinicalexperience@umsl.edu OR 314-516-6792 to,,,,
,,receive the required consent. College of Education,,,,
,,Supplemental Fee Applies.,,,,
,,for details.,,,,
,,Studio School Gallery 7,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,,Page 103,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,14596,G08,ARR,"Rhode,J",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,14597,G09,ARR,"TBA,I",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,14598,G10,ARR,"Luckett,J",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,14599,G11,ARR,"Heavner,E",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,See Cashiers website,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6253,Teaching Social Studies through,14400,G01,05:30 - 08:10 pm,"TBA,I",
,"Reading, Writing, and English",,,,,
,Language Learners,,,,,
,,,,,,
6423,Learning Through Inquiry,11998,G01,ARR,"TBA,I",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6482,Problems And Research In Teaching,11713,G01,ARR,"TBA,I",
,Elementary School,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
6490,Internship,11714,G01,ARR,"Song,K",
,Special consent required.,,,,,
,Laura Watt at wattl@umsl.edu with the,,,,,
,"course and section number, copying",11715,G02,ARR,"TBA,I",
,the instructor on the e-mail who will,,,,,
,indicate that you are eligible to,,,,,
,enroll.,1.0-10.0,FLD,ARR,ARR,"TBA,I"
,e-mailed back to you.,,,,,
,,,,,,
,,11717,G04,ARR,"TBA,I",
,,,,,,
,,,,,,
,,11718,G05,ARR,"TBA,I",
,,,,,,
,,,,,,
,,11719,G06,ARR,"Kyle,W",
,,,,,,
,,,,,,
6493,Reading Specialist Practicum I,12062,G01,05:15 - 07:55 pm,"TBA,I",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6497,Problems,11720,G01,ARR,"Kyle,W",
,Special Consent Form Required. Course,,,,,
,Outline Form Required prior to,,,,,
,"Registration, with student and",11721,G02,ARR,"Sherman,H",
,instructor signature. Contact Laura,,,,,
,Watt at wattl@umsl.edu with the,,,,,
,course number and discipline; section,11722,G03,ARR,"Song,K",
,number and attached course outline,,,,,
,with the proper signatures. The,,,,,
,consent number will then be e-mailed,11723,G04,ARR,"Saul,E",
,to you.,,,,,
,,,,,,
,,11724,G05,ARR,"Shymansky,J",
,,,,,,
,,,,,,
,,11725,G06,ARR,"TBA,I",
,,,,,,
,,,,,,
,,11726,G07,ARR,"Rogers,R",
,,,,,,
,,,,,,
,,11727,G08,ARR,"TBA,I",
,,,,,,
,,,,,,
,,11729,G09,ARR,"Shymansky,J",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,11728,G10,ARR,"TBA,I",
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,11730,G11,ARR,"TBA,I",
,,,,,,
,,,,,,
,,,,,,
,,11810,G12,ARR,"TBA,I",
,,,,,,
,,,,,,
,,11851,G13,ARR,"TBA,I",
,,,,,,
,,,,,,
6684,Instructional Strategies For Teaching,14733,G01,ARR,"TBA,I",
,Reading,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Engineering,,,,,,
1010,Introduction to Engineering,12631,1,02:00 - 02:50 pm,"Feldman,B",
,,,,,"Mcmanus,M",
,,,,,"Poon,T",
,,,,,"Ingram,A",
,,,,,,
,,12632,2,02:00 - 02:50 pm,"Feldman,B",
,,,,,"Mcmanus,M",
,,,,,"Poon,T",
,,,,,"Ingram,A",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2310,Statics,12633,1,11:00 - 12:15 pm,"Groszewski,P",
,,,,Open to,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2320,Dynamics,12634,1,02:00 - 03:15 pm,"Groszewski,P",
,,,,Open to,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
English,,,,,,
1100,First-Year Writing,13118,1,08:00 - 09:15 am,"TBA,I",
,,,,,"Duffey,S",
,,,,,,
,,,,Please see,,
,,,,,,
,,13119,2,09:30 - 10:45 am,"TBA,I",
,,,,required,"Duffey,S",
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
 ,SESSION,CMP,DAY,BLDG/ROOM,,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,Regular,RSD,WF,LH -00202,,
,,Enrollment caps and attendance policies strictly,,,,
,,enforced.,,,,
,,Arts and Science Advising Fee applies.,,,,
,,Cashiers website for details.,,,,
,Regular,RSD,MW,CH -00215,,
,,Geared to Apprehensive Writers,,,,
